"","V1"
"2498",2
"2499",6
"2500",10
"2501",6
"2502",2
"2503",11
"2504",3
"2505",2
"2506",7
"2507",6
"2508",4
"2509",3
"2510",1
"2511",6
"2512",3
"2513",6
"2514",3
"2515",2
"2516",8
"2517",2
"2518",6
"2519",3
"2520",6
"2521",3
"2522",6
"2523",6
"2524",3
"2525",6
"2526",6
"2527",8
"2528",4
"2529",6
"2530",6
"2531",6
"2532",6
"2533",7
"2534",7
"2535",6
"2536",4
"2537",1
"2538",4
"2539",1
"2540",1
"2541",8
"2542",4
"2543",4
"2544",4
"2545",1
"2546",8
"2547",1
"2548",9
"2549",1
"2550",1
"2551",8
"2552",1
"2553",1
"2554",4
"2555",1
"2556",1
"2557",8
"2558",4
"2559",1
"2560",1
"2561",1
"2562",1
"2563",1
"2564",4
"2565",4
"2566",4
"2567",8
"2568",4
"2569",1
"2570",1
"2571",4
"2572",4
"2573",4
"2574",8
"2575",2
"2576",2
"2577",5
"2578",5
"2579",5
"2580",10
"2581",5
"2582",10
"2583",4
"2584",2
"2585",5
"2586",8
"2587",11
"2588",2
"2589",9
"2590",5
"2591",5
"2592",5
"2593",8
"2594",6
"2595",5
"2596",2
"2597",10
"2598",6
"2599",2
"2600",1
"2601",5
"2602",4
"2603",10
"2604",2
"2605",8
"2606",9
"2607",5
"2608",6
"2609",2
"2610",10
"2611",7
"2612",2
"2613",2
"2614",2
"2615",2
"2616",2
"2617",6
"2618",2
"2619",6
"2620",5
"2621",8
"2622",5
"2623",3
"2624",1
"2625",2
"2626",10
"2627",5
"2628",9
"2629",2
"2630",5
"2631",10
"2632",5
"2633",10
"2634",5
"2635",6
"2636",7
"2637",5
"2638",5
"2639",2
"2640",11
"2641",3
"2642",7
"2643",11
"2644",5
"2645",2
"2646",7
"2647",8
"2648",5
"2649",11
"2650",2
"2651",6
"2652",6
"2653",2
"2654",9
"2655",11
"2656",5
"2657",2
"2658",5
"2659",10
"2660",5
"2661",7
"2662",5
"2663",7
"2664",5
"2665",2
"2666",6
"2667",6
"2668",6
"2669",7
"2670",8
"2671",9
"2672",5
"2673",9
"2674",4
"2675",11
"2676",1
"2677",5
"2678",1
"2679",3
"2680",1
"2681",10
"2682",9
"2683",3
"2684",5
"2685",6
"2686",9
"2687",9
"2688",10
"2689",3
"2690",9
"2691",10
"2692",5
"2693",7
"2694",1
"2695",7
"2696",11
"2697",2
"2698",5
"2699",10
"2700",5
"2701",5
"2702",6
"2703",5
"2704",7
"2705",5
"2706",5
"2707",8
"2708",10
"2709",5
"2710",2
"2711",3
"2712",4
"2713",9
"2714",11
"2715",9
"2716",3
"2717",7
"2718",7
"2719",7
"2720",5
"2721",2
"2722",5
"2723",10
"2724",10
"2725",6
"2726",10
"2727",5
"2728",9
"2729",4
"2730",7
"2731",5
"2732",5
"2733",5
"2734",4
"2735",6
"2736",2
"2737",10
"2738",2
"2739",6
"2740",7
"2741",6
"2742",9
"2743",10
"2744",7
"2745",9
"2746",4
"2747",9
"2748",5
"2749",9
"2750",7
"2751",3
"2752",4
"2753",9
"2754",3
"2755",9
"2756",11
"2757",4
"2758",3
"2759",4
"2760",4
"2761",4
"2762",11
"2763",4
"2764",4
"2765",4
"2766",11
"2767",4
"2768",11
"2769",9
"2770",3
"2771",4
"2772",4
"2773",7
"2774",4
"2775",7
"2776",5
"2777",9
"2778",4
"2779",7
"2780",3
"2781",10
"2782",9
"2783",10
"2784",4
"2785",4
"2786",9
"2787",3
"2788",6
"2789",4
"2790",1
"2791",9
"2792",10
"2793",3
"2794",5
"2795",7
"2796",5
"2797",5
"2798",1
"2799",11
"2800",5
"2801",9
"2802",4
"2803",5
"2804",4
"2805",7
"2806",4
"2807",8
"2808",8
"2809",5
"2810",5
"2811",11
"2812",8
"2813",10
"2814",4
"2815",5
"2816",5
"2817",4
"2818",10
"2819",8
"2820",4
"2821",5
"2822",5
"2823",8
"2824",4
"2825",5
"2826",7
"2827",5
"2828",5
"2829",1
"2830",6
"2831",4
"2832",5
"2833",3
"2834",9
"2835",2
"2836",5
"2837",5
"2838",1
"2839",8
"2840",6
"2841",7
"2842",9
"2843",5
"2844",1
"2845",4
"2846",7
"2847",11
"2848",5
"2849",11
"2850",8
"2851",6
"2852",5
"2853",5
"2854",11
"2855",4
"2856",11
"2857",1
"2858",8
"2859",11
"2860",11
"2861",4
"2862",4
"2863",11
"2864",3
"2865",8
"2866",4
"2867",9
"2868",4
"2869",1
"2870",4
"2871",4
"2872",5
"2873",6
"2874",4
"2875",4
"2876",5
"2877",11
"2878",4
"2879",11
"2880",4
"2881",8
"2882",5
"2883",4
"2884",4
"2885",10
"2886",5
"2887",10
"2888",5
"2889",8
"2890",10
"2891",4
"2892",4
"2893",4
"2894",3
"2895",10
"2896",10
"2897",4
"2898",9
"2899",3
"2900",10
"2901",4
"2902",9
"2903",8
"2904",1
"2905",3
"2906",10
"2907",10
"2908",11
"2909",4
"2910",8
"2911",2
"2912",8
"2913",6
"2914",5
"2915",8
"2916",7
"2917",1
"2918",4
"2919",10
"2920",5
"2921",4
"2922",10
"2923",1
"2924",1
"2925",1
"2926",4
"2927",5
"2928",2
"2929",10
"2930",5
"2931",10
"2932",1
"2933",4
"2934",8
"2935",4
"2936",8
"2937",9
"2938",1
"2939",10
"2940",5
"2941",5
"2942",6
"2943",8
"2944",1
"2945",10
"2946",5
"2947",4
"2948",10
"2949",3
"2950",5
"2951",1
"2952",10
"2953",9
"2954",5
"2955",4
"2956",1
"2957",6
"2958",5
"2959",8
"2960",4
"2961",1
"2962",7
"2963",1
"2964",7
"2965",7
"2966",4
"2967",11
"2968",4
"2969",5
"2970",5
"2971",4
"2972",3
"2973",1
"2974",1
"2975",2
"2976",2
"2977",2
"2978",2
"2979",7
"2980",7
"2981",2
"2982",7
"2983",7
"2984",2
"2985",7
"2986",2
"2987",2
"2988",2
"2989",7
"2990",2
"2991",2
"2992",2
"2993",7
"2994",2
"2995",7
"2996",2
"2997",2
"2998",2
"2999",2
"3000",2
"3001",7
"3002",2
"3003",2
"3004",7
"3005",7
"3006",7
"3007",2
"3008",7
"3009",2
"3010",9
"3011",7
"3012",10
"3013",9
"3014",2
"3015",9
"3016",2
"3017",9
"3018",11
"3019",2
"3020",6
"3021",3
"3022",10
"3023",11
"3024",10
"3025",9
"3026",9
"3027",9
"3028",11
"3029",3
"3030",6
"3031",3
"3032",2
"3033",5
"3034",7
"3035",11
"3036",11
"3037",2
"3038",7
"3039",7
"3040",2
"3041",7
"3042",4
"3043",2
"3044",8
"3045",8
"3046",6
"3047",10
"3048",6
"3049",9
"3050",11
"3051",9
"3052",2
"3053",7
"3054",10
"3055",10
"3056",3
"3057",1
"3058",2
"3059",6
"3060",6
"3061",3
"3062",2
"3063",3
"3064",2
"3065",10
"3066",2
"3067",3
"3068",6
"3069",11
"3070",3
"3071",3
"3072",6
"3073",2
"3074",9
"3075",2
"3076",6
"3077",6
"3078",2
"3079",10
"3080",10
"3081",2
"3082",2
"3083",2
"3084",11
"3085",10
"3086",7
"3087",7
"3088",7
"3089",9
"3090",2
"3091",5
"3092",10
"3093",4
"3094",8
"3095",9
"3096",2
"3097",11
"3098",9
"3099",10
"3100",9
"3101",2
"3102",11
"3103",2
"3104",11
"3105",4
"3106",3
"3107",11
"3108",2
"3109",2
"3110",10
"3111",9
"3112",6
"3113",3
"3114",7
"3115",2
"3116",11
"3117",3
"3118",9
"3119",3
"3120",11
"3121",9
"3122",2
"3123",5
"3124",1
"3125",2
"3126",2
"3127",11
"3128",6
"3129",8
"3130",1
"3131",11
"3132",6
"3133",2
"3134",9
"3135",2
"3136",11
"3137",2
"3138",1
"3139",10
"3140",2
"3141",2
"3142",9
"3143",3
"3144",2
"3145",9
"3146",5
"3147",5
"3148",6
"3149",2
"3150",9
"3151",2
"3152",2
"3153",6
"3154",10
"3155",11
"3156",5
"3157",6
"3158",6
"3159",6
"3160",6
"3161",11
"3162",3
"3163",2
"3164",11
"3165",3
"3166",4
"3167",2
"3168",6
"3169",2
"3170",6
"3171",3
"3172",2
"3173",11
"3174",8
"3175",10
"3176",9
"3177",2
"3178",2
"3179",8
"3180",9
"3181",2
"3182",11
"3183",7
"3184",2
"3185",9
"3186",9
"3187",10
"3188",3
"3189",2
"3190",11
"3191",9
"3192",9
"3193",2
"3194",2
"3195",9
"3196",9
"3197",6
"3198",3
"3199",9
"3200",11
"3201",1
"3202",1
"3203",8
"3204",3
"3205",3
"3206",9
"3207",10
"3208",4
"3209",9
"3210",11
"3211",8
"3212",9
"3213",3
"3214",9
"3215",9
"3216",4
"3217",4
"3218",4
"3219",3
"3220",11
"3221",11
"3222",11
"3223",9
"3224",1
"3225",3
"3226",4
"3227",4
"3228",10
"3229",4
"3230",6
"3231",9
"3232",7
"3233",11
"3234",11
"3235",1
"3236",5
"3237",9
"3238",1
"3239",2
"3240",1
"3241",5
"3242",1
"3243",1
"3244",1
"3245",1
"3246",10
"3247",1
"3248",1
"3249",5
"3250",1
"3251",1
"3252",1
"3253",1
"3254",1
"3255",1
"3256",1
"3257",1
"3258",1
"3259",1
"3260",1
"3261",1
"3262",1
"3263",1
"3264",1
"3265",1
"3266",1
"3267",1
"3268",1
"3269",1
"3270",1
"3271",1
"3272",4
"3273",1
"3274",1
"3275",5
"3276",1
"3277",1
"3278",1
"3279",1
"3280",2
"3281",4
"3282",1
"3283",1
"3284",1
"3285",5
"3286",1
"3287",1
"3288",1
"3289",1
"3290",4
"3291",4
"3292",4
"3293",4
"3294",4
"3295",7
"3296",4
"3297",11
"3298",4
"3299",3
"3300",6
"3301",4
"3302",4
"3303",6
"3304",1
"3305",4
"3306",8
"3307",4
"3308",4
"3309",3
"3310",4
"3311",9
"3312",3
"3313",4
"3314",4
"3315",8
"3316",9
"3317",4
"3318",3
"3319",8
"3320",4
"3321",4
"3322",4
"3323",4
"3324",4
"3325",4
"3326",3
"3327",4
"3328",7
"3329",8
"3330",7
"3331",2
"3332",2
"3333",2
"3334",2
"3335",11
"3336",2
"3337",2
"3338",6
"3339",2
"3340",6
"3341",10
"3342",2
"3343",7
"3344",6
"3345",2
"3346",2
"3347",6
"3348",7
"3349",3
"3350",1
"3351",2
"3352",2
"3353",2
"3354",9
"3355",7
"3356",2
"3357",6
"3358",2
"3359",2
"3360",2
"3361",2
"3362",10
"3363",2
"3364",2
"3365",2
"3366",6
"3367",2
"3368",2
"3369",2
"3370",2
"3371",6
"3372",2
"3373",2
"3374",9
"3375",2
"3376",2
"3377",6
"3378",2
"3379",2
"3380",2
"3381",4
"3382",5
"3383",6
"3384",2
"3385",11
"3386",6
"3387",11
"3388",9
"3389",11
"3390",2
"3391",2
"3392",2
"3393",3
"3394",2
"3395",2
"3396",2
"3397",2
"3398",10
"3399",2
"3400",2
"3401",2
"3402",10
"3403",2
"3404",2
"3405",10
"3406",2
"3407",10
"3408",7
"3409",2
"3410",5
"3411",1
"3412",2
"3413",3
"3414",2
"3415",3
"3416",10
"3417",5
"3418",2
"3419",2
"3420",6
"3421",10
"3422",10
"3423",10
"3424",2
"3425",2
"3426",2
"3427",2
"3428",2
"3429",2
"3430",2
"3431",8
"3432",6
"3433",2
"3434",2
"3435",5
"3436",1
"3437",1
"3438",2
"3439",2
"3440",2
"3441",2
"3442",10
"3443",2
"3444",1
"3445",10
"3446",5
"3447",10
"3448",10
"3449",5
"3450",2
"3451",7
"3452",6
"3453",2
"3454",2
"3455",2
"3456",3
"3457",2
"3458",2
"3459",10
"3460",2
"3461",2
"3462",2
"3463",2
"3464",2
"3465",2
"3466",10
"3467",1
"3468",2
"3469",2
"3470",8
"3471",5
"3472",2
"3473",2
"3474",5
"3475",7
"3476",2
"3477",2
"3478",2
"3479",5
"3480",6
"3481",2
"3482",2
"3483",2
"3484",9
"3485",5
"3486",2
"3487",7
"3488",2
"3489",6
"3490",5
"3491",5
"3492",6
"3493",2
"3494",6
"3495",2
"3496",5
"3497",9
"3498",2
"3499",9
"3500",3
"3501",2
"3502",2
"3503",3
"3504",7
"3505",6
"3506",2
"3507",2
"3508",3
"3509",2
"3510",2
"3511",11
"3512",2
"3513",2
"3514",2
"3515",2
"3516",2
"3517",8
"3518",2
"3519",10
"3520",9
"3521",6
"3522",8
"3523",2
"3524",2
"3525",2
"3526",7
"3527",2
"3528",5
"3529",2
"3530",2
"3531",5
"3532",11
"3533",2
"3534",2
"3535",6
"3536",5
"3537",2
"3538",6
"3539",2
"3540",6
"3541",2
"3542",2
"3543",7
"3544",2
"3545",2
"3546",2
"3547",1
"3548",6
"3549",11
"3550",6
"3551",2
"3552",2
"3553",2
"3554",3
"3555",2
"3556",6
"3557",2
"3558",1
"3559",9
"3560",2
"3561",6
"3562",2
"3563",2
"3564",3
"3565",2
"3566",3
"3567",2
"3568",5
"3569",3
"3570",2
"3571",2
"3572",6
"3573",2
"3574",2
"3575",2
"3576",11
"3577",2
"3578",1
"3579",5
"3580",6
"3581",3
"3582",2
"3583",2
"3584",8
"3585",8
"3586",2
"3587",11
"3588",10
"3589",11
"3590",2
"3591",6
"3592",3
"3593",10
"3594",2
"3595",4
"3596",5
"3597",1
"3598",9
"3599",3
"3600",1
"3601",10
"3602",4
"3603",8
"3604",3
"3605",10
"3606",8
"3607",2
"3608",11
"3609",2
"3610",10
"3611",10
"3612",9
"3613",5
"3614",10
"3615",10
"3616",2
"3617",6
"3618",11
"3619",8
"3620",6
"3621",6
"3622",9
"3623",11
"3624",11
"3625",6
"3626",10
"3627",5
"3628",7
"3629",7
"3630",7
"3631",7
"3632",7
"3633",2
"3634",2
"3635",7
"3636",2
"3637",7
"3638",7
"3639",2
"3640",7
"3641",7
"3642",7
"3643",7
"3644",2
"3645",7
"3646",7
"3647",7
"3648",7
"3649",7
"3650",2
"3651",2
"3652",2
"3653",2
"3654",2
"3655",9
"3656",2
"3657",2
"3658",7
"3659",2
"3660",7
"3661",7
"3662",2
"3663",2
"3664",2
"3665",6
"3666",7
"3667",2
"3668",2
"3669",2
"3670",2
"3671",2
"3672",7
"3673",2
"3674",9
"3675",7
"3676",2
"3677",11
"3678",11
"3679",2
"3680",7
"3681",2
"3682",7
"3683",7
"3684",2
"3685",2
"3686",2
"3687",9
"3688",11
"3689",7
"3690",2
"3691",6
"3692",3
"3693",9
"3694",6
"3695",6
"3696",6
"3697",6
"3698",3
"3699",2
"3700",3
"3701",2
"3702",3
"3703",6
"3704",11
"3705",6
"3706",6
"3707",11
"3708",6
"3709",6
"3710",8
"3711",6
"3712",2
"3713",9
"3714",6
"3715",2
"3716",5
"3717",6
"3718",3
"3719",10
"3720",11
"3721",10
"3722",11
"3723",6
"3724",3
"3725",5
"3726",4
"3727",11
"3728",7
"3729",2
"3730",2
"3731",2
"3732",7
"3733",10
"3734",2
"3735",2
"3736",2
"3737",2
"3738",2
"3739",2
"3740",2
"3741",2
"3742",10
"3743",2
"3744",7
"3745",2
"3746",2
"3747",2
"3748",2
"3749",2
"3750",2
"3751",2
"3752",2
"3753",2
"3754",2
"3755",6
"3756",2
"3757",2
"3758",2
"3759",7
"3760",2
"3761",10
"3762",7
"3763",8
"3764",5
"3765",3
"3766",5
"3767",3
"3768",5
"3769",1
"3770",10
"3771",1
"3772",4
"3773",7
"3774",2
"3775",2
"3776",8
"3777",10
"3778",7
"3779",6
"3780",7
"3781",5
"3782",2
"3783",9
"3784",7
"3785",2
"3786",2
"3787",10
"3788",9
"3789",8
"3790",7
"3791",5
"3792",7
"3793",5
"3794",11
"3795",10
"3796",7
"3797",7
"3798",7
"3799",7
"3800",7
"3801",7
"3802",10
"3803",1
"3804",8
"3805",9
"3806",10
"3807",11
"3808",7
"3809",10
"3810",2
"3811",10
"3812",11
"3813",7
"3814",3
"3815",9
"3816",7
"3817",9
"3818",3
"3819",6
"3820",6
"3821",2
"3822",6
"3823",6
"3824",10
"3825",2
"3826",2
"3827",6
"3828",2
"3829",6
"3830",3
"3831",6
"3832",2
"3833",2
"3834",2
"3835",6
"3836",2
"3837",2
"3838",2
"3839",2
"3840",7
"3841",6
"3842",1
"3843",6
"3844",6
"3845",2
"3846",3
"3847",2
"3848",6
"3849",6
"3850",5
"3851",2
"3852",2
"3853",6
"3854",2
"3855",2
"3856",8
"3857",2
"3858",3
"3859",6
"3860",6
"3861",6
"3862",2
"3863",3
"3864",6
"3865",6
"3866",2
"3867",2
"3868",2
"3869",2
"3870",2
"3871",4
"3872",3
"3873",2
"3874",2
"3875",8
"3876",3
"3877",2
"3878",2
"3879",6
"3880",6
"3881",6
"3882",2
"3883",3
"3884",2
"3885",2
"3886",10
"3887",2
"3888",6
"3889",1
"3890",2
"3891",3
"3892",2
"3893",6
"3894",2
"3895",2
"3896",2
"3897",2
"3898",5
"3899",5
"3900",2
"3901",3
"3902",2
"3903",6
"3904",1
"3905",1
"3906",1
"3907",1
"3908",6
"3909",1
"3910",1
"3911",5
"3912",2
"3913",8
"3914",1
"3915",2
"3916",1
"3917",2
"3918",2
"3919",2
"3920",2
"3921",1
"3922",1
"3923",2
"3924",2
"3925",1
"3926",2
"3927",2
"3928",5
"3929",9
"3930",3
"3931",11
"3932",6
"3933",8
"3934",6
"3935",9
"3936",11
"3937",7
"3938",6
"3939",6
"3940",2
"3941",9
"3942",6
"3943",6
"3944",6
"3945",6
"3946",6
"3947",11
"3948",10
"3949",9
"3950",3
"3951",11
"3952",11
"3953",6
"3954",9
"3955",11
"3956",9
"3957",2
"3958",9
"3959",2
"3960",11
"3961",2
"3962",9
"3963",2
"3964",6
"3965",10
"3966",6
"3967",8
"3968",9
"3969",9
"3970",9
"3971",2
"3972",6
"3973",2
"3974",8
"3975",4
"3976",3
"3977",6
"3978",9
"3979",11
"3980",11
"3981",4
"3982",7
"3983",6
"3984",5
"3985",9
"3986",7
"3987",3
"3988",9
"3989",10
"3990",2
"3991",10
"3992",7
"3993",6
"3994",1
"3995",2
"3996",2
"3997",10
"3998",6
"3999",2
"4000",11
"4001",9
"4002",10
"4003",5
"4004",4
"4005",11
"4006",10
"4007",1
"4008",8
"4009",1
"4010",9
"4011",3
"4012",10
"4013",5
"4014",5
"4015",6
"4016",2
"4017",7
"4018",5
"4019",2
"4020",3
"4021",2
"4022",3
"4023",8
"4024",11
"4025",8
"4026",4
"4027",3
"4028",8
"4029",3
"4030",5
"4031",1
"4032",3
"4033",3
"4034",11
"4035",7
"4036",5
"4037",5
"4038",2
"4039",6
"4040",2
"4041",2
"4042",2
"4043",2
"4044",5
"4045",3
"4046",9
"4047",9
"4048",2
"4049",6
"4050",11
"4051",2
"4052",10
"4053",2
"4054",8
"4055",3
"4056",8
"4057",3
"4058",3
"4059",10
"4060",11
"4061",3
"4062",8
"4063",9
"4064",10
"4065",9
"4066",3
"4067",8
"4068",2
"4069",11
"4070",3
"4071",3
"4072",8
"4073",11
"4074",8
"4075",11
"4076",3
"4077",4
"4078",2
"4079",3
"4080",8
"4081",2
"4082",3
"4083",10
"4084",3
"4085",7
"4086",3
"4087",10
"4088",8
"4089",2
"4090",5
"4091",6
"4092",2
"4093",3
"4094",8
"4095",2
"4096",3
"4097",3
"4098",3
"4099",2
"4100",2
"4101",6
"4102",8
"4103",8
"4104",3
"4105",5
"4106",3
"4107",8
"4108",2
"4109",5
"4110",4
"4111",3
"4112",6
"4113",11
"4114",10
"4115",6
"4116",5
"4117",5
"4118",9
"4119",4
"4120",10
"4121",4
"4122",4
"4123",5
"4124",5
"4125",5
"4126",8
"4127",2
"4128",2
"4129",7
"4130",2
"4131",2
"4132",7
"4133",2
"4134",2
"4135",9
"4136",7
"4137",11
"4138",9
"4139",4
"4140",7
"4141",4
"4142",9
"4143",11
"4144",7
"4145",4
"4146",9
"4147",2
"4148",10
"4149",10
"4150",8
"4151",7
"4152",4
"4153",10
"4154",9
"4155",3
"4156",7
"4157",9
"4158",11
"4159",4
"4160",1
"4161",10
"4162",9
"4163",2
"4164",9
"4165",10
"4166",3
"4167",7
"4168",11
"4169",6
"4170",1
"4171",5
"4172",2
"4173",10
"4174",1
"4175",9
"4176",5
"4177",5
"4178",5
"4179",3
"4180",9
"4181",9
"4182",4
"4183",3
"4184",4
"4185",3
"4186",4
"4187",9
"4188",8
"4189",9
"4190",11
"4191",3
"4192",9
"4193",6
"4194",3
"4195",10
"4196",7
"4197",5
"4198",10
"4199",7
"4200",8
"4201",6
"4202",7
"4203",5
"4204",7
"4205",7
"4206",9
"4207",4
"4208",9
"4209",6
"4210",3
"4211",7
"4212",8
"4213",3
"4214",11
"4215",6
"4216",4
"4217",6
"4218",9
"4219",9
"4220",3
"4221",3
"4222",6
"4223",9
"4224",4
"4225",6
"4226",9
"4227",11
"4228",7
"4229",11
"4230",4
"4231",11
"4232",9
"4233",8
"4234",4
"4235",3
"4236",6
"4237",2
"4238",3
"4239",9
"4240",6
"4241",4
"4242",11
"4243",3
"4244",6
"4245",6
"4246",6
"4247",11
"4248",9
"4249",6
"4250",3
"4251",11
"4252",9
"4253",11
"4254",7
"4255",4
"4256",11
"4257",11
"4258",6
"4259",11
"4260",6
"4261",6
"4262",9
"4263",4
"4264",7
"4265",11
"4266",11
"4267",4
"4268",6
"4269",7
"4270",6
"4271",4
"4272",6
"4273",6
"4274",6
"4275",10
"4276",3
"4277",6
"4278",8
"4279",9
"4280",3
"4281",3
"4282",6
"4283",7
"4284",7
"4285",1
"4286",7
"4287",4
"4288",9
"4289",6
"4290",6
"4291",6
"4292",7
"4293",11
"4294",7
"4295",7
"4296",9
"4297",6
"4298",6
"4299",4
"4300",4
"4301",6
"4302",6
"4303",7
"4304",6
"4305",8
"4306",9
"4307",3
"4308",9
"4309",7
"4310",6
"4311",3
"4312",11
"4313",9
"4314",4
"4315",3
"4316",3
"4317",8
"4318",6
"4319",6
"4320",11
"4321",6
"4322",10
"4323",11
"4324",9
"4325",11
"4326",6
"4327",6
"4328",5
"4329",10
"4330",3
"4331",6
"4332",8
"4333",8
"4334",4
"4335",3
"4336",2
"4337",4
"4338",7
"4339",7
"4340",6
"4341",4
"4342",7
"4343",3
"4344",5
"4345",3
"4346",3
"4347",11
"4348",4
"4349",6
"4350",3
"4351",3
"4352",3
"4353",8
"4354",4
"4355",11
"4356",11
"4357",3
"4358",5
"4359",11
"4360",2
"4361",9
"4362",11
"4363",4
"4364",3
"4365",6
"4366",11
"4367",5
"4368",6
"4369",3
"4370",3
"4371",9
"4372",3
"4373",6
"4374",6
"4375",3
"4376",11
"4377",5
"4378",6
"4379",6
"4380",6
"4381",6
"4382",11
"4383",11
"4384",4
"4385",6
"4386",8
"4387",5
"4388",10
"4389",10
"4390",7
"4391",5
"4392",2
"4393",5
"4394",4
"4395",8
"4396",5
"4397",10
"4398",3
"4399",4
"4400",5
"4401",10
"4402",8
"4403",10
"4404",5
"4405",8
"4406",3
"4407",5
"4408",1
"4409",6
"4410",2
"4411",4
"4412",5
"4413",4
"4414",5
"4415",5
"4416",5
"4417",5
"4418",1
"4419",11
"4420",5
"4421",1
"4422",1
"4423",8
"4424",11
"4425",9
"4426",2
"4427",11
"4428",11
"4429",11
"4430",11
"4431",11
"4432",3
"4433",9
"4434",3
"4435",4
"4436",3
"4437",1
"4438",1
"4439",10
"4440",4
"4441",10
"4442",1
"4443",10
"4444",1
"4445",9
"4446",1
"4447",9
"4448",5
"4449",6
"4450",4
"4451",11
"4452",6
"4453",11
"4454",1
"4455",7
"4456",3
"4457",8
"4458",8
"4459",8
"4460",1
"4461",1
"4462",9
"4463",4
"4464",1
"4465",3
"4466",1
"4467",4
"4468",1
"4469",8
"4470",4
"4471",8
"4472",4
"4473",1
"4474",1
"4475",6
"4476",6
"4477",1
"4478",1
"4479",1
"4480",8
"4481",1
"4482",1
"4483",3
"4484",4
"4485",1
"4486",6
"4487",4
"4488",8
"4489",4
"4490",1
"4491",6
"4492",1
"4493",1
"4494",4
"4495",1
"4496",1
"4497",1
"4498",6
"4499",1
"4500",8
"4501",1
"4502",8
"4503",1
"4504",3
"4505",1
"4506",1
"4507",6
"4508",1
"4509",6
"4510",3
"4511",3
"4512",2
"4513",9
"4514",1
"4515",1
"4516",3
"4517",3
"4518",8
"4519",5
"4520",3
"4521",4
"4522",8
"4523",1
"4524",5
"4525",1
"4526",1
"4527",8
"4528",4
"4529",3
"4530",8
"4531",9
"4532",11
"4533",8
"4534",1
"4535",4
"4536",1
"4537",2
"4538",1
"4539",1
"4540",8
"4541",1
"4542",3
"4543",8
"4544",1
"4545",1
"4546",8
"4547",6
"4548",1
"4549",8
"4550",1
"4551",4
"4552",9
"4553",1
"4554",1
"4555",1
"4556",1
"4557",1
"4558",1
"4559",1
"4560",4
"4561",1
"4562",1
"4563",6
"4564",8
"4565",1
"4566",4
"4567",1
"4568",6
"4569",1
"4570",1
"4571",8
"4572",1
"4573",3
"4574",11
"4575",1
"4576",4
"4577",1
"4578",1
"4579",9
"4580",4
"4581",11
"4582",8
"4583",3
"4584",1
"4585",6
"4586",8
"4587",1
"4588",4
"4589",4
"4590",1
"4591",1
"4592",6
"4593",11
"4594",1
"4595",11
"4596",1
"4597",1
"4598",1
"4599",8
"4600",4
"4601",1
"4602",1
"4603",1
"4604",1
"4605",1
"4606",10
"4607",1
"4608",10
"4609",3
"4610",10
"4611",1
"4612",6
"4613",1
"4614",3
"4615",1
"4616",8
"4617",2
"4618",5
"4619",1
"4620",3
"4621",2
"4622",1
"4623",4
"4624",10
"4625",10
"4626",1
"4627",8
"4628",10
"4629",8
"4630",11
"4631",6
"4632",1
"4633",10
"4634",1
"4635",3
"4636",4
"4637",6
"4638",3
"4639",1
"4640",1
"4641",10
"4642",8
"4643",3
"4644",1
"4645",6
"4646",1
"4647",4
"4648",9
"4649",3
"4650",1
"4651",1
"4652",9
"4653",4
"4654",8
"4655",1
"4656",1
"4657",6
"4658",1
"4659",4
"4660",4
"4661",1
"4662",4
"4663",1
"4664",1
"4665",1
"4666",6
"4667",1
"4668",3
"4669",9
"4670",4
"4671",1
"4672",8
"4673",1
"4674",9
"4675",1
"4676",4
"4677",4
"4678",1
"4679",3
"4680",4
"4681",1
"4682",8
"4683",7
"4684",1
"4685",1
"4686",3
"4687",4
"4688",3
"4689",4
"4690",4
"4691",5
"4692",9
"4693",4
"4694",4
"4695",3
"4696",8
"4697",11
"4698",4
"4699",4
"4700",6
"4701",4
"4702",4
"4703",4
"4704",7
"4705",11
"4706",4
"4707",4
"4708",6
"4709",9
"4710",4
"4711",4
"4712",4
"4713",10
"4714",3
"4715",4
"4716",3
"4717",4
"4718",7
"4719",8
"4720",4
"4721",4
"4722",7
"4723",4
"4724",4
"4725",4
"4726",4
"4727",9
"4728",4
"4729",4
"4730",4
"4731",4
"4732",4
"4733",10
"4734",11
"4735",4
"4736",9
"4737",5
"4738",4
"4739",4
"4740",7
"4741",3
"4742",10
"4743",8
"4744",4
"4745",9
"4746",4
"4747",7
"4748",3
"4749",9
"4750",9
"4751",9
"4752",7
"4753",4
"4754",11
"4755",3
"4756",4
"4757",7
"4758",11
"4759",9
"4760",4
"4761",4
"4762",9
"4763",3
"4764",11
"4765",4
"4766",4
"4767",11
"4768",3
"4769",8
"4770",9
"4771",4
"4772",5
"4773",8
"4774",4
"4775",4
"4776",4
"4777",4
"4778",6
"4779",4
"4780",9
"4781",5
"4782",7
"4783",4
"4784",11
"4785",4
"4786",4
"4787",4
"4788",11
"4789",4
"4790",11
"4791",4
"4792",5
"4793",4
"4794",4
"4795",4
"4796",4
"4797",4
"4798",3
"4799",11
"4800",9
"4801",4
"4802",3
"4803",8
"4804",4
"4805",9
"4806",10
"4807",2
"4808",7
"4809",7
"4810",4
"4811",4
"4812",4
"4813",11
"4814",9
"4815",9
"4816",4
"4817",7
"4818",4
"4819",11
"4820",7
"4821",1
"4822",9
"4823",5
"4824",4
"4825",9
"4826",4
"4827",3
"4828",4
"4829",7
